,gt_config,relocation,recency,weighted,augmented,features,epoch,rs,model,fn,r2,r2_mean_wi,r2_std_wi,rmse,rmse_mean_wi,rmse_std_wi,nrmse,nrmse_mean_wi,nrmse_std_wi,mse,mse_mean_wi,mse_std_wi,country
12,DHS2019_MIS2016_oldest_none,none,O-N,no,no,metadata,1,4191627808,CB,DHS2019_MIS2016_oldest_none/epoch1-rs4191627808/xgb-all/test_pred_xgb.csv,0.5160986873405145,0.7522411924930057,0.2799561821880233,5.445477346966011,7.883554644598443,3.0074000493335786,0.6725493205857291,0.49730674453277834,0.8477918966386798,35.59744444555065,62.150433834369686,9.044455056731612,Sierra Leone
13,DHS2019_MIS2016_oldest_none,none,O-N,no,no,metadata,2,1934910254,CB,DHS2019_MIS2016_oldest_none/epoch2-rs1934910254/xgb-all/test_pred_xgb.csv,0.6031860011098834,0.7782049179897595,0.42816708423000727,5.069560280541847,7.459049466231982,2.680071094851711,0.613022768002915,0.4705283053885306,0.7555172306172995,31.410100006577636,55.63741893969562,7.182781073459648,Sierra Leone
14,DHS2019_MIS2016_oldest_none,none,O-N,no,no,metadata,3,4107611972,CB,DHS2019_MIS2016_oldest_none/epoch3-rs4107611972/xgb-all/test_pred_xgb.csv,0.6036754999361811,0.7734362287507608,0.4339147711216014,5.102688666093499,7.538809406771446,2.6665679254155523,0.6136351730217112,0.4755596850341307,0.7517106610092917,31.972115886240328,56.83364727162565,7.110584500855003,Sierra Leone
15,DHS2019_MIS2016_all_none,none,ON,no,no,metadata,1,1752564409,CB,DHS2019_MIS2016_all_none/epoch1-rs1752564409/xgb-all/test_pred_xgb.csv,0.5786442958654692,0.8185606343236429,0.33872795740729544,4.777899859534922,6.741420546929437,2.814379172140408,0.617876538028754,0.4247915885852383,0.8109614874722697,26.683740557570054,45.446750990562386,7.920730124577727,Sierra Leone
16,DHS2019_MIS2016_all_none,none,ON,no,no,metadata,2,1354146755,CB,DHS2019_MIS2016_all_none/epoch2-rs1354146755/xgb-all/test_pred_xgb.csv,0.5281726158591699,0.7799054585688358,0.27643977314950396,5.1639833587565125,7.3958047449869735,2.9321619725260515,0.658077461914496,0.46785878106429957,0.8482961427646925,31.64775082954985,54.69792782597184,8.597573833127864,Sierra Leone
17,DHS2019_MIS2016_all_none,none,ON,no,no,metadata,3,1924663743,CB,DHS2019_MIS2016_all_none/epoch3-rs1924663743/xgb-all/test_pred_xgb.csv,0.5702168372972962,0.7589677182389103,0.38146595635568215,5.229096152961325,7.708838070194537,2.7493542357281116,0.6369623702662186,0.4896071542239892,0.7843175863084481,33.492566552998376,59.42618439248064,7.558948713516108,Sierra Leone
18,MIS2016_all_rc,rc,O-O,no,no,metadata,1,948692398,CB,MIS2016_all_rc/epoch1-rs948692398/xgb-all/test_pred_xgb.csv,0.4326304903887981,0.7639119126086242,0.10134906816897193,5.2851551210214724,7.523850769538898,3.046459472504047,0.7119343959364717,0.48250293903520086,0.9413658528377424,32.94462285995035,56.60833040229107,9.280915317609637,Sierra Leone
19,MIS2016_all_rc,rc,O-O,no,no,metadata,2,115620402,CB,MIS2016_all_rc/epoch2-rs115620402/xgb-all/test_pred_xgb.csv,0.648273087101586,0.783477574777875,0.5130685994252969,4.741119868375135,7.229674550402194,2.252565186348076,0.5775094538802359,0.46207701665010587,0.6929418911103659,28.671122011740255,52.26819410473317,5.074049918747341,Sierra Leone
20,MIS2016_all_rc,rc,O-O,no,no,metadata,3,3150836763,CB,MIS2016_all_rc/epoch3-rs3150836763/xgb-all/test_pred_xgb.csv,0.5817315186066438,0.8085937972011976,0.3548692400120901,4.8802419136658575,6.825336584718807,2.935147242612908,0.6160270847529928,0.43445112879987524,0.7976030407061104,27.600154415259574,46.585219494700986,8.615089335818158,Sierra Leone
21,MIS2016_all300_rc,rc,O300,no,no,metadata,1,618071224,CB,MIS2016_all300_rc/epoch1-rs618071224/xgb-all/test_pred_xgb.csv,0.6094231064377518,0.7846597369034327,0.4341864759720707,4.784705143629779,7.089563562490779,2.479846724768779,0.603430704013448,0.4604642613406657,0.7463971466862303,28.205775642471693,50.261911506596945,6.149639778346439,Sierra Leone
22,MIS2016_all300_rc,rc,O300,no,no,metadata,2,140365024,CB,MIS2016_all300_rc/epoch2-rs140365024/xgb-all/test_pred_xgb.csv,0.6436853882170579,0.780112481459893,0.5072582949742228,4.9147773822060925,7.415496700010434,2.414058064401751,0.5809178126154766,0.4653005841813332,0.69653504104962,30.408633823084383,54.98959130786564,5.827676338303128,Sierra Leone
23,MIS2016_all300_rc,rc,O300,no,no,metadata,3,1635409439,CB,MIS2016_all300_rc/epoch3-rs1635409439/xgb-all/test_pred_xgb.csv,0.5709485359885278,0.741077701545801,0.4008193704312546,5.45600806733564,7.97563109401281,2.9363850406584704,0.6362617741029225,0.5047238178945979,0.7677997303112472,36.116524227393406,63.61069134778397,8.622357107002847,Sierra Leone
24,DHS2019_all_rc,rc,N-N,no,no,metadata,1,1248639155,CB,DHS2019_all_rc/epoch1-rs1248639155/xgb-all/test_pred_xgb.csv,0.6543072815441079,0.8331482731825938,0.475466289905622,4.474737749524824,6.437978241575153,2.511497257474494,0.5638714264631902,0.40667937638716933,0.7210634765392111,23.8775911566485,41.447563838995094,6.307618474301905,Sierra Leone
25,DHS2019_all_rc,rc,N-N,no,no,metadata,2,1385043576,CB,DHS2019_all_rc/epoch2-rs1385043576/xgb-all/test_pred_xgb.csv,0.6470920381029956,0.8029552612754316,0.4912288149305596,4.838518165954118,6.979391808558501,2.697644523349735,0.5760463356299073,0.4419460103951359,0.7101466608646785,27.994597995866158,48.7119100173735,7.277285974358819,Sierra Leone
26,DHS2019_all_rc,rc,N-N,no,no,metadata,3,879049882,CB,DHS2019_all_rc/epoch3-rs879049882/xgb-all/test_pred_xgb.csv,0.6657727918102159,0.8093611365871471,0.5221844470332847,4.855436705735908,6.949609712865266,2.7612636986065504,0.5614532369179285,0.4347028786207438,0.6882035952151132,27.960826187196783,48.29707516115124,7.6245772132423255,Sierra Leone
27,DHS2019_all300_rc,rc,N300,no,no,metadata,1,4227660110,CB,DHS2019_all300_rc/epoch1-rs4227660110/xgb-all/test_pred_xgb.csv,0.6107873105109782,0.8410586662362868,0.3805159547856696,4.819257873242067,6.498727243967083,3.139788502517051,0.5882237170369828,0.39554756404717645,0.7808998700267893,26.04586381600913,42.23345579148,9.858271840538265,Sierra Leone
28,DHS2019_all300_rc,rc,N300,no,no,metadata,2,224841424,CB,DHS2019_all300_rc/epoch2-rs224841424/xgb-all/test_pred_xgb.csv,0.6539066135246603,0.8659643200454674,0.44184890700385304,4.178432729708285,6.015618082492667,2.3412473769239024,0.5521668234946885,0.36319158784182193,0.741142059147555,20.8345500971829,36.187660914412746,5.481439279953053,Sierra Leone
29,DHS2019_all300_rc,rc,N300,no,no,metadata,3,943592249,CB,DHS2019_all300_rc/epoch3-rs943592249/xgb-all/test_pred_xgb.csv,0.6296160926353911,0.8331323570700886,0.4260998282006936,4.634486888241802,6.611314764838728,2.6576590116448755,0.5784553358872964,0.40529043414461624,0.7516202376299764,25.386317170975886,43.70948291977456,7.063151422177215,Sierra Leone
30,DHS2019_MIS2016_oldest_rc,rc,O-N,no,no,metadata,1,4191627808,CB,DHS2019_MIS2016_oldest_rc/epoch1-rs4191627808/xgb-all/test_pred_xgb.csv,0.5926885556277948,0.766848799026984,0.4185283122286054,5.1750926439846685,7.6476210457655815,2.702564242203756,0.6221408914391308,0.4824236904726578,0.7618580924056038,32.8949805714375,58.486107659636644,7.3038534832383615,Sierra Leone
31,DHS2019_MIS2016_oldest_rc,rc,O-N,no,no,metadata,2,1934910254,CB,DHS2019_MIS2016_oldest_rc/epoch2-rs1934910254/xgb-all/test_pred_xgb.csv,0.6101923154299635,0.7851657390305102,0.435218891829417,5.002281766867099,7.341068936700952,2.6634945970332455,0.6069650980148396,0.4630859122417373,0.7508442837879418,30.492748300910474,53.891293133395656,7.094203468425291,Sierra Leone
32,DHS2019_MIS2016_oldest_rc,rc,O-N,no,no,metadata,3,4107611972,CB,DHS2019_MIS2016_oldest_rc/epoch3-rs4107611972/xgb-all/test_pred_xgb.csv,0.5910650306292411,0.7709851854696675,0.41114487578881465,5.149573443337077,7.5794784011649,2.7196684855092523,0.62240247971049,0.47812514771143805,0.7666798117095419,32.422544752398714,57.44849283372524,7.3965966710721895,Sierra Leone
33,DHS2019_MIS2016_all_rc,rc,ON,no,no,metadata,1,1752564409,CB,DHS2019_MIS2016_all_rc/epoch1-rs1752564409/xgb-all/test_pred_xgb.csv,0.582221623401982,0.8050871982297434,0.35935604857422065,4.878688831459072,6.987242932551387,2.7701347303667565,0.6192469366938089,0.4402813923990241,0.7982124809885938,28.24760511143671,48.821563798489315,7.673646424384104,Sierra Leone
34,DHS2019_MIS2016_all_rc,rc,ON,no,no,metadata,2,1354146755,CB,DHS2019_MIS2016_all_rc/epoch2-rs1354146755/xgb-all/test_pred_xgb.csv,0.6420921505651316,0.8286832574092996,0.45550104372096356,4.534302367785646,6.525002841372047,2.5436018941992447,0.5743273354422911,0.41277183228433034,0.7358828386002518,24.522786338043637,42.57566207991329,6.4699105961739845,Sierra Leone
35,DHS2019_MIS2016_all_rc,rc,ON,no,no,metadata,3,1924663743,CB,DHS2019_MIS2016_all_rc/epoch3-rs1924663743/xgb-all/test_pred_xgb.csv,0.5754412097641646,0.7897584863252041,0.3611239332031252,4.996917208889988,7.199636240577573,2.794198177202403,0.627188435123775,0.4572665010082551,0.7971103692392948,29.8211527250596,51.83476199663797,7.807543453481233,Sierra Leone
36,MIS2016_all_ruc,ruc,O-O,no,no,metadata,1,948692398,CB,MIS2016_all_ruc/epoch1-rs948692398/xgb-all/test_pred_xgb.csv,0.40556050045197206,0.7594827973856586,0.05163820351828552,5.361842186599716,7.5940981891535415,3.1295861840458907,0.7270300835974896,0.48700789101549935,0.9670522761794798,33.73231849493801,57.6703273065051,9.79430968337092,Sierra Leone
37,MIS2016_all_ruc,ruc,O-O,no,no,metadata,2,115620402,CB,MIS2016_all_ruc/epoch2-rs115620402/xgb-all/test_pred_xgb.csv,0.6891212782219462,0.8309634424107913,0.5472791140331011,4.279943752629274,6.387892899379938,2.1719946058786097,0.5382159608219268,0.4082754310789371,0.6681564905649165,22.761368130957205,40.805175693948634,4.717560567965776,Sierra Leone
38,MIS2016_all_ruc,ruc,O-O,no,no,metadata,3,3150836763,CB,MIS2016_all_ruc/epoch3-rs3150836763/xgb-all/test_pred_xgb.csv,0.5451647344795936,0.829323037304306,0.261006431654881,4.793289896504527,6.445157313568542,3.1414224794405117,0.6319541972545122,0.4102516902157997,0.8536567042932246,25.704293995490115,41.54005279664606,9.868535194334173,Sierra Leone
39,MIS2016_all300_ruc,ruc,O300,no,no,metadata,1,618071224,CB,MIS2016_all300_ruc/epoch1-rs618071224/xgb-all/test_pred_xgb.csv,0.5473533530923483,0.7849989879094007,0.309707718275296,4.911528324739024,7.08397684693927,2.739079802538778,0.6422619356224407,0.460101406444582,0.8244224648002995,28.842643066323753,50.18272796797164,7.50255816467587,Sierra Leone
40,MIS2016_all300_ruc,ruc,O300,no,no,metadata,2,140365024,CB,MIS2016_all300_ruc/epoch2-rs140365024/xgb-all/test_pred_xgb.csv,0.6664742905868959,0.8152197039086889,0.5177288772651027,4.593031035275618,6.79779065958142,2.3882714109698155,0.5578180467279054,0.4265413488810796,0.6890947445747312,25.956899091974076,46.2099578514924,5.703840332455754,Sierra Leone
41,MIS2016_all300_ruc,ruc,O300,no,no,metadata,3,1635409439,CB,MIS2016_all300_ruc/epoch3-rs1635409439/xgb-all/test_pred_xgb.csv,0.5862435635578289,0.7760435191229665,0.3964436079926912,5.182333033601649,7.417578452589359,2.947087614613939,0.6200033262060313,0.4694084357705614,0.7705982166415012,31.85289775426441,55.020470100317944,8.685325408210877,Sierra Leone
42,DHS2019_all_ruc,ruc,N-N,no,no,metadata,1,1248639155,CB,DHS2019_all_ruc/epoch1-rs1248639155/xgb-all/test_pred_xgb.csv,0.6432528603343476,0.8395280216055018,0.4469776990631934,4.446247651698856,6.313697280372775,2.578798023024937,0.5696072806162868,0.39882869688779055,0.7403858643447832,23.25648629587195,39.86277334818658,6.6501992435573225,Sierra Leone
43,DHS2019_all_ruc,ruc,N-N,no,no,metadata,2,1385043576,CB,DHS2019_all_ruc/epoch2-rs1385043576/xgb-all/test_pred_xgb.csv,0.6299103397600043,0.8155457338420415,0.4442749456779672,4.786055453823823,6.752731937061054,2.819378970586592,0.5848932170125205,0.4275935526634844,0.7421928813615566,26.774143196795123,45.59938861380434,7.948897779785911,Sierra Leone
44,DHS2019_all_ruc,ruc,N-N,no,no,metadata,3,879049882,CB,DHS2019_all_ruc/epoch3-rs879049882/xgb-all/test_pred_xgb.csv,0.6868867346425852,0.8388656831312695,0.5349077861539009,4.556742425082798,6.389232859464108,2.724251990701488,0.5393149509053018,0.399650920115079,0.6789789816955245,24.121922720648456,40.822296532455894,7.421548908841021,Sierra Leone
45,DHS2019_all300_ruc,ruc,N300,no,no,metadata,1,4227660110,CB,DHS2019_all300_ruc/epoch1-rs4227660110/xgb-all/test_pred_xgb.csv,0.5700149510258181,0.8161033270116345,0.32392657504000166,5.135189884614842,6.990316170650892,3.280063598578792,0.6206280709350961,0.42546831547475117,0.815787826395441,29.811668688192498,48.86452016566334,10.758817210721656,Sierra Leone
46,DHS2019_all300_ruc,ruc,N300,no,no,metadata,2,224841424,CB,DHS2019_all300_ruc/epoch2-rs224841424/xgb-all/test_pred_xgb.csv,0.4773862731268725,0.8386773548434399,0.11609519141030511,4.772941239207014,6.5996014972421,2.946280981171927,0.6655600611580952,0.3984494550746848,0.9326706672415056,26.117655771207787,43.55473992240016,8.680571620015414,Sierra Leone
47,DHS2019_all300_ruc,ruc,N300,no,no,metadata,3,943592249,CB,DHS2019_all300_ruc/epoch3-rs943592249/xgb-all/test_pred_xgb.csv,0.6381840062728744,0.818296924039641,0.4580710885061078,4.740759708221146,6.898948585594802,2.5825708308474913,0.5766537259196838,0.4229231199621017,0.7303843318772658,27.13258184151241,47.59549158668052,6.669672096344302,Sierra Leone
48,DHS2019_MIS2016_oldest_ruc,ruc,O-N,no,no,metadata,1,4191627808,CB,DHS2019_MIS2016_oldest_ruc/epoch1-rs4191627808/xgb-all/test_pred_xgb.csv,0.5325140595041048,0.7676956462291136,0.297332472779096,5.3023051952951,7.633719641879084,2.970890748711116,0.6595233113271965,0.4815467685481087,0.8374998541062845,33.54993370579392,58.27367557081054,8.826191840777296,Sierra Leone
49,DHS2019_MIS2016_oldest_ruc,ruc,O-N,no,no,metadata,2,1934910254,CB,DHS2019_MIS2016_oldest_ruc/epoch2-rs1934910254/xgb-all/test_pred_xgb.csv,0.6134914813017747,0.7972487277750833,0.4297342348284662,4.904017340300229,7.13163857236521,2.6763961082352488,0.6021779838628957,0.4498747229509416,0.7544812447748498,29.011682427512035,50.86026872684729,7.163096128176786,Sierra Leone
50,DHS2019_MIS2016_oldest_ruc,ruc,O-N,no,no,metadata,3,4107611972,CB,DHS2019_MIS2016_oldest_ruc/epoch3-rs4107611972/xgb-all/test_pred_xgb.csv,0.5310960528210695,0.7504932625282019,0.31169884311393703,5.425839072704498,7.911314873797412,2.940363271611585,0.6639760008333001,0.4990579024599809,0.8288940992066194,35.61731960070527,62.58890303236816,8.645736169042383,Sierra Leone
51,DHS2019_MIS2016_all_ruc,ruc,ON,no,no,metadata,1,1752564409,CB,DHS2019_MIS2016_all_ruc/epoch1-rs1752564409/xgb-all/test_pred_xgb.csv,0.5352001396167078,0.8006580476211435,0.26974223161227207,5.011862566579778,7.066185181312176,2.9575399518473797,0.6487344431841684,0.44525571539580855,0.8522131709725282,29.339007791684594,49.930973016595786,8.747042566773402,Sierra Leone
52,DHS2019_MIS2016_all_ruc,ruc,ON,no,no,metadata,2,1354146755,CB,DHS2019_MIS2016_all_ruc/epoch2-rs1354146755/xgb-all/test_pred_xgb.csv,0.6347482904274278,0.8308150592687499,0.4386815215861055,4.533433660290115,6.484278399951918,2.5825889206283117,0.5786788384167998,0.4101956031680518,0.7471620736655477,24.357815950517555,42.045866368083004,6.669765532952107,Sierra Leone
53,DHS2019_MIS2016_all_ruc,ruc,ON,no,no,metadata,3,1924663743,CB,DHS2019_MIS2016_all_ruc/epoch3-rs1924663743/xgb-all/test_pred_xgb.csv,0.5513798125835054,0.7963636203383914,0.3063960048286194,4.998528747245146,7.08563865173391,2.911418842756383,0.6402882702875161,0.4500262354125953,0.8305503051624369,29.34131739045123,50.20627510294554,8.476359677956918,Sierra Leone
54,DHS2019_MIS2016_all_none,none,ON,yes,no,metadata,1,1752564409,CB$_w$,DHS2019_MIS2016_all_none/epoch1-rs1752564409/xgb-all/weighted/test_pred_xgb.csv,0.5862445042191713,0.8224180119817286,0.3500709964566141,4.729755714801147,6.669374700051811,2.7901367295504826,0.6121139333223552,0.420251822888518,0.8039760437561924,26.13271092963892,44.48055888969118,7.784862969586664,Sierra Leone
55,DHS2019_MIS2016_all_none,none,ON,yes,no,metadata,2,1354146755,CB$_w$,DHS2019_MIS2016_all_none/epoch2-rs1354146755/xgb-all/weighted/test_pred_xgb.csv,0.636839732261324,0.8208556193173238,0.45282384520532404,4.6111261920630575,6.672404952523496,2.5498474316026187,0.5798931060200659,0.4220964932816837,0.7376897187584481,25.511354887455273,44.520987850460074,6.501721924450472,Sierra Leone
56,DHS2019_MIS2016_all_none,none,ON,yes,no,metadata,3,1924663743,CB$_w$,DHS2019_MIS2016_all_none/epoch3-rs1924663743/xgb-all/weighted/test_pred_xgb.csv,0.5735825604685754,0.7782235377736315,0.3689415831635193,5.085776883099917,7.394503906564799,2.777049859635035,0.6309307167962821,0.46964302293354554,0.7922184106590185,31.19534697355052,54.678688024202074,7.712005922898968,Sierra Leone
57,DHS2019_MIS2016_all_none,none,ON,yes,no,FBM,1,1752564409,CB$_w$,DHS2019_MIS2016_all_none/epoch1-rs1752564409/xgb-FBM/weighted/test_pred_xgb.csv,0.3291383880209571,0.5259504418985734,0.13232633414334072,7.060291675338243,10.89676371979178,3.223819630884708,0.8077851469645663,0.6866288104629042,0.9289414834662283,64.566236288724,118.73945956497037,10.393013012477613,Sierra Leone
58,DHS2019_MIS2016_all_none,none,ON,yes,no,FBM,2,1354146755,CB$_w$,DHS2019_MIS2016_all_none/epoch2-rs1354146755/xgb-FBM/weighted/test_pred_xgb.csv,0.29210569998721675,0.4326580996406556,0.1515533003337779,7.524654628187543,11.874169131704912,3.175140124670173,0.8348758679646489,0.7511602168616442,0.9185915190676534,75.53870368981215,140.99589256833377,10.081514811290523,Sierra Leone
59,DHS2019_MIS2016_all_none,none,ON,yes,no,FBM,3,1924663743,CB$_w$,DHS2019_MIS2016_all_none/epoch3-rs1924663743/xgb-FBM/weighted/test_pred_xgb.csv,0.24076218872342064,0.4136034544462073,0.06792092300063401,7.699478841021488,12.023946041853767,3.3750116401892085,0.863235601663049,0.7636702120980289,0.9628009912280692,77.98299099441175,144.57527841741086,11.39070357141265,Sierra Leone
60,DHS2019_MIS2016_all_none,none,ON,yes,no,FBMV,1,1752564409,CB$_w$,DHS2019_MIS2016_all_none/epoch1-rs1752564409/xgb-FBMV/weighted/test_pred_xgb.csv,0.5441979998946332,0.7786300864515563,0.3097659133377102,5.160863012698302,7.446375945142223,2.87535008025438,0.6488712887147328,0.46921236331719673,0.8285302141122688,31.858076400205803,55.44851471639274,8.26763808401887,Sierra Leone
61,DHS2019_MIS2016_all_none,none,ON,yes,no,FBMV,2,1354146755,CB$_w$,DHS2019_MIS2016_all_none/epoch2-rs1354146755/xgb-FBMV/weighted/test_pred_xgb.csv,0.6172246963471154,0.8092037027876471,0.42524568990658373,4.749647532708126,6.885980239670444,2.613314825745808,0.5958292880908574,0.43560727093948476,0.7560513052422301,27.123069119797336,47.41672386113183,6.829414378462842,Sierra Leone
62,DHS2019_MIS2016_all_none,none,ON,yes,no,FBMV,3,1924663743,CB$_w$,DHS2019_MIS2016_all_none/epoch3-rs1924663743/xgb-FBMV/weighted/test_pred_xgb.csv,0.5169394737864231,0.74870541495788,0.28517353261496625,5.413429611382955,7.8712350646435,2.9556241581224096,0.6715411447351359,0.49992138440792655,0.8431609050623453,35.34602780347508,61.95634144287337,8.735714164076802,Sierra Leone
63,DHS2019_MIS2016_all_none,none,ON,yes,no,FBP,1,1752564409,CB$_w$,DHS2019_MIS2016_all_none/epoch1-rs1752564409/xgb-FBP/weighted/test_pred_xgb.csv,0.5180261439437253,0.7667951881633008,0.2692570997241497,5.300677980512883,7.642833781540611,2.958522179485154,0.66704389930148,0.4815915993895853,0.8524961992133747,33.58288084938198,58.412908212258365,8.752853486505586,Sierra Leone
64,DHS2019_MIS2016_all_none,none,ON,yes,no,FBP,2,1354146755,CB$_w$,DHS2019_MIS2016_all_none/epoch2-rs1354146755/xgb-FBP/weighted/test_pred_xgb.csv,0.6240263081221261,0.8250861143642256,0.4229665018800266,4.605820536184025,6.593149823782026,2.618491248586023,0.5873158473178102,0.4170828119847009,0.7575488826509196,25.163060508879273,43.46962459883696,6.85649641892159,Sierra Leone
65,DHS2019_MIS2016_all_none,none,ON,yes,no,FBP,3,1924663743,CB$_w$,DHS2019_MIS2016_all_none/epoch3-rs1924663743/xgb-FBP/weighted/test_pred_xgb.csv,0.5968790859551305,0.7919322073802657,0.4018259645299952,4.9330232077330605,7.162320433948899,2.703725981517221,0.6130987713599965,0.45489648289078066,0.7713010598292124,29.304484090846607,51.29883399856195,7.310134183131262,Sierra Leone
66,DHS2019_MIS2016_all_none,none,ON,yes,no,NTLL,1,1752564409,CB$_w$,DHS2019_MIS2016_all_none/epoch1-rs1752564409/xgb-NTLL/weighted/test_pred_xgb.csv,0.5063668047185717,0.7433665707171786,0.2693670387199647,5.487930325261814,8.017561031662664,2.958299618860965,0.678818023966257,0.5052039794150427,0.8524320685174713,36.51641076569431,64.2812848964357,8.751536634952929,Sierra Leone
67,DHS2019_MIS2016_all_none,none,ON,yes,no,NTLL,2,1354146755,CB$_w$,DHS2019_MIS2016_all_none/epoch2-rs1354146755/xgb-NTLL/weighted/test_pred_xgb.csv,0.5382216147840577,0.7308006461098238,0.3456425834582918,5.483875532802913,8.179331454626096,2.7884196109797306,0.6620675567948258,0.5174246990330719,0.8067104145565798,37.338373485766105,66.90146304463586,7.775283926896352,Sierra Leone
68,DHS2019_MIS2016_all_none,none,ON,yes,no,NTLL,3,1924663743,CB$_w$,DHS2019_MIS2016_all_none/epoch3-rs1924663743/xgb-NTLL/weighted/test_pred_xgb.csv,0.515534396856115,0.7004734997334434,0.33059529397878673,5.726828444613735,8.59347747841474,2.860179410812729,0.6808629125195034,0.5457927660151781,0.8159330590238287,41.01424071702921,73.84785517202137,8.180626262037052,Sierra Leone
