,gt_config,relocation,recency,weighted,augmented,features,features_source,epoch,rs,model,fn,r2,r2_mean_wi,r2_std_wi,rmse,rmse_mean_wi,rmse_std_wi,nrmse,nrmse_mean_wi,nrmse_std_wi,mse,mse_mean_wi,mse_std_wi,country,country_code
15,DHS2019_all_none,none,N-N,no,no,OCI,OCI,1,145244363,CB,DHS2019_all_none/epoch1-rs145244363/xgb-OCI/test_pred_xgb.csv,0.3311086096627474,0.7677758051452664,-0.10555858581977162,6.332420782185777,9.722410972778926,2.942430591592629,0.7619867650488374,0.478949049981787,1.0450244801158879,51.591586454976095,94.52527512361205,8.657897786340149,Gabon,GA
16,DHS2019_all_none,none,N-N,no,no,OCI,OCI,2,3314023453,CB,DHS2019_all_none/epoch2-rs3314023453/xgb-OCI/test_pred_xgb.csv,0.48128966894326586,0.7880391966347737,0.17454014125175799,6.199007637183827,9.191886795636933,3.2061284787307223,0.680283711886954,0.45757613084524945,0.9029912929286585,47.38502134296638,84.4907828638046,10.279259822128175,Gabon,GA
17,DHS2019_all_none,none,N-N,no,no,OCI,OCI,3,1806405572,CB,DHS2019_all_none/epoch3-rs1806405572/xgb-OCI/test_pred_xgb.csv,0.3540821669887299,0.7364267952859759,-0.028262461308516063,6.4217818042286705,9.997674150263595,2.8458894581937466,0.7590422178152088,0.5102537577906339,1.0078306778397836,54.0262876115536,99.9534884148489,8.099086808258296,Gabon,GA
18,DHS2019_all_none,none,N-N,no,no,OSM,OSM,1,145244363,CB,DHS2019_all_none/epoch1-rs145244363/xgb-OSM/test_pred_xgb.csv,0.3076053999078264,0.7130101857687006,-0.09779938595304771,6.870144835678917,10.808202768186192,2.9320869031716428,0.7868942899795561,0.5324377319912544,1.041350847967858,62.70719034298916,116.81724707822764,8.597133607750674,Gabon,GA
19,DHS2019_all_none,none,N-N,no,no,OSM,OSM,2,3314023453,CB,DHS2019_all_none/epoch2-rs3314023453/xgb-OSM/test_pred_xgb.csv,0.4347896644898645,0.6908728898455699,0.17870643913415907,7.149300583965727,11.100573981890905,3.1980271860405485,0.7266505060370743,0.5525914108522396,0.900709601221909,66.72506030504387,123.22274272743331,10.22737788265443,Gabon,GA
20,DHS2019_all_none,none,N-N,no,no,OSM,OSM,3,1806405572,CB,DHS2019_all_none/epoch3-rs1806405572/xgb-OSM/test_pred_xgb.csv,0.1651503321888816,0.6755197783394032,-0.34521911396164007,7.173959680068739,11.092832731926036,3.255086628211442,0.8594447929141058,0.5661476360338238,1.1527419497943878,66.82326348782529,123.05093801848963,10.595588957160933,Gabon,GA
21,DHS2019_all_none,none,N-N,yes,no,metadata,OCI_FBM_FBP_NTLL_OSM,1,145244363,CB$_w$,DHS2019_all_none/epoch1-rs145244363/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.4958833960789335,0.8177388109216588,0.17402798123620822,5.578279102917173,8.61325573107632,2.543302474758025,0.6637904054904352,0.4243094291322743,0.9032713818485961,40.32828088351469,74.18817428891907,6.468387478110295,Gabon,GA
22,DHS2019_all_none,none,N-N,yes,no,metadata,OCI_FBM_FBP_NTLL_OSM,2,3314023453,CB$_w$,DHS2019_all_none/epoch2-rs3314023453/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.4841325844402592,0.8145559568734217,0.15370921200709664,5.922025659145754,8.59772069066543,3.246330627626078,0.6711561629262672,0.42799828318057814,0.9143140426719564,42.229731809279784,73.92080107469644,10.538662543863126,Gabon,GA
23,DHS2019_all_none,none,N-N,yes,no,metadata,OCI_FBM_FBP_NTLL_OSM,3,1806405572,CB$_w$,DHS2019_all_none/epoch3-rs1806405572/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.44264116913275436,0.8286954454788041,0.05658689278670459,5.392951423410986,8.059958473812184,2.7259443730097876,0.6883559713244813,0.41135808559940884,0.9653538570495539,36.19685166216027,64.96293059957682,7.430772724743725,Gabon,GA
24,DHS2019_all_none,none,N-N,yes,no,metadata,OCI_FBP_NTLL_OSM,1,145244363,CB$_w$,DHS2019_all_none/epoch1-rs145244363/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.46832489293195706,0.7716520324406749,0.1649977534232392,6.09904748121836,9.640927508937787,2.557167453498932,0.6915653027839754,0.4749349810738581,0.9081956244940927,49.74329430891379,92.94748323259337,6.539105385234213,Gabon,GA
25,DHS2019_all_none,none,N-N,yes,no,metadata,OCI_FBP_NTLL_OSM,2,3314023453,CB$_w$,DHS2019_all_none/epoch2-rs3314023453/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.5293664483763993,0.8256539377946794,0.23307895895811914,5.713419510950753,8.336484749822537,3.0903542720789687,0.6426889329988645,0.4149938441892985,0.8703840218084307,39.52363375549022,69.49697798402372,9.550289526956732,Gabon,GA
26,DHS2019_all_none,none,N-N,yes,no,metadata,OCI_FBP_NTLL_OSM,3,1806405572,CB$_w$,DHS2019_all_none/epoch3-rs1806405572/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.3763681773903216,0.8436259431674382,-0.09088958838679506,5.3159914633206515,7.700708799875812,2.9312741267654907,0.7155456987010562,0.39302297151627374,1.0380684258858386,33.94664201336478,59.30091602048478,8.59236800624479,Gabon,GA
27,DHS2019_all_none,none,N-N,no,no,images,GMSA,1,145244363,CNN,DHS2019_all_none/epoch1-rs145244363/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.23190860964490478,0.6317122130263735,-0.1678949937365639,7.633990662285703,12.24373442062511,3.0242469039462976,0.8386187682338478,0.603155429800925,1.0740821066667707,79.52755094941443,149.9090325628001,9.146069336028766,Gabon,GA
28,DHS2019_all_none,none,N-N,no,no,images,GMSA,2,3314023453,CNN,DHS2019_all_none/epoch2-rs3314023453/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.29419439670849534,0.6784427758176668,-0.09005398240067608,7.502935073226819,11.321553525358135,3.684316621095502,0.8006313228491173,0.5635918688369572,1.0376707768612774,70.8758815960149,128.17757422754923,13.574188964480577,Gabon,GA
29,DHS2019_all_none,none,N-N,no,no,images,GMSA,3,1806405572,CNN,DHS2019_all_none/epoch3-rs1806405572/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.11813450014234861,0.5590636388371062,-0.322794638552409,8.079483375016439,12.931124891051827,3.227841858981052,0.901531306835941,0.6599690056857105,1.1430936079861715,88.81647700728519,167.21399094798014,10.418963066590251,Gabon,GA
30,DHS2019_all_none,none,N-N,no,yes,images,GMSA,1,145244363,CNN$_a$,DHS2019_all_none/epoch1-rs145244363/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.2551014516391119,0.6405473356950133,-0.1303444324167895,7.535606185746049,12.095980990466359,2.9752313810257394,0.8262753256392883,0.5958767449968966,1.0566739062816801,77.58237894618192,146.3127561217235,8.852001770640328,Gabon,GA
31,DHS2019_all_none,none,N-N,no,yes,images,GMSA,2,3314023453,CNN$_a$,DHS2019_all_none/epoch2-rs3314023453/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.3064137276223958,0.6380207677520797,-0.025193312507288068,7.792558467469522,12.012093829369833,3.5730231055692117,0.8021463689279079,0.5979672661332291,1.0063254717225867,78.52844613925814,144.29039816558483,12.766494112931454,Gabon,GA
32,DHS2019_all_none,none,N-N,no,yes,images,GMSA,3,1806405572,CNN$_a$,DHS2019_all_none/epoch3-rs1806405572/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/test_pred_cnn.csv,0.04826331034570108,0.5772664322005554,-0.48073981150915324,8.03825763418982,12.661399637808112,3.4151156305715284,0.9278084414218999,0.6462029715091508,1.209413911334649,85.98702777923066,160.31104078828736,11.663014770173968,Gabon,GA
33,DHS2019_all_none,none,N-N,no,no,images+metadata,OCI_FBM_FBP_NTLL_OSM,1,145244363,CNN+CB,DHS2019_all_none/epoch1-rs145244363/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/test_pred_xgb.csv,0.49637064620178667,0.8119167903551712,0.18082450204840217,5.6412796169766874,8.749742171274493,2.5328170626788826,0.6652902454127989,0.43103307525784296,0.899547415567755,41.48657516838828,76.55798806377928,6.415162272997283,Gabon,GA
34,DHS2019_all_none,none,N-N,no,no,images+metadata,OCI_FBM_FBP_NTLL_OSM,2,3314023453,CNN+CB,DHS2019_all_none/epoch2-rs3314023453/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/test_pred_xgb.csv,0.4601472367736671,0.7856271201095135,0.13466735343782066,6.263344580122327,9.244039866735651,3.282649293509002,0.6923576803989883,0.46017233345474806,0.9245430273432285,48.11402972098661,85.45227305779807,10.775786384175152,Gabon,GA
35,DHS2019_all_none,none,N-N,no,no,images+metadata,OCI_FBM_FBP_NTLL_OSM,3,1806405572,CNN+CB,DHS2019_all_none/epoch3-rs1806405572/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/test_pred_xgb.csv,0.3041652744451007,0.7217732034181504,-0.113442654527949,6.616624904589993,10.271830092404658,2.9614197167753282,0.7864949868170645,0.5242459221276182,1.048744051506511,57.14025009306777,105.51049344722988,8.770006738905664,Gabon,GA
36,DHS2019_all_none,none,N-N,no,no,images+metadata,OCI_FBP_NTLL_OSM,1,145244363,CNN+CB,DHS2019_all_none/epoch1-rs145244363/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/test_pred_xgb.csv,0.4619849431635974,0.8137912959873925,0.11017859033980226,5.6729027921124535,8.706031433854857,2.63977415037005,0.6832068710452599,0.42887978054321374,0.9375339615473062,41.38169544611539,75.79498332726885,6.968407564961919,Gabon,GA
37,DHS2019_all_none,none,N-N,no,no,images+metadata,OCI_FBP_NTLL_OSM,2,3314023453,CNN+CB,DHS2019_all_none/epoch2-rs3314023453/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/test_pred_xgb.csv,0.4208586077424149,0.7801779953197636,0.06153922016506619,6.389665997091042,9.360789316927681,3.418542677254403,0.7144004719153896,0.46598417196896225,0.9628167718618168,49.65540533605855,87.6243766359074,11.686434036209704,Gabon,GA
38,DHS2019_all_none,none,N-N,no,no,images+metadata,OCI_FBP_NTLL_OSM,3,1806405572,CNN+CB,DHS2019_all_none/epoch3-rs1806405572/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/test_pred_xgb.csv,0.29290081227786147,0.7288950048452101,-0.14309338028948715,6.570052456015727,10.139513298286294,3.000591613745159,0.7900545253915817,0.5174928373197958,1.0626162134633677,55.90663997930118,102.80972992612459,9.003550032477778,Gabon,GA
39,DHS2019_all_none,none,N-N,yes,no,images+metadata,OCI_FBM_FBP_NTLL_OSM,1,145244363,CNN+CB$_w$,DHS2019_all_none/epoch1-rs145244363/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.46690900786837136,0.8059594404696799,0.1278585752670628,5.7503246106163,8.887231667691221,2.613417553541378,0.6829896845304301,0.4378061343144531,0.928173234746407,42.90641901218594,78.98288671521368,6.829951309158203,Gabon,GA
40,DHS2019_all_none,none,N-N,yes,no,images+metadata,OCI_FBM_FBP_NTLL_OSM,2,3314023453,CNN+CB$_w$,DHS2019_all_none/epoch2-rs3314023453/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.4685269310239782,0.8099483289606182,0.12710553308733819,6.00041890828157,8.70387679526173,3.29696102130141,0.680928319887795,0.4332827803340717,0.9285738594415184,43.313711621538225,75.75747126709561,10.869951975980838,Gabon,GA
41,DHS2019_all_none,none,N-N,yes,no,images+metadata,OCI_FBM_FBP_NTLL_OSM,3,1806405572,CNN+CB$_w$,DHS2019_all_none/epoch3-rs1806405572/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.27532690076680677,0.7359846300196664,-0.18533082848605287,6.53079074025079,10.006056587740781,3.0555248927607987,0.7963758078547452,0.5106815743165471,1.0820700413929432,54.72870040367579,100.12116843707068,9.33623237028089,Gabon,GA
42,DHS2019_all_none,none,N-N,yes,no,images+metadata,OCI_FBP_NTLL_OSM,1,145244363,CNN+CB$_w$,DHS2019_all_none/epoch1-rs145244363/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.31328445602739224,0.7907418208596374,-0.1641729088048529,6.124284392673884,9.229144869272593,3.0194239160751737,0.763509389903147,0.45464959048310577,1.0723691893231881,47.14701790149368,85.17711501802063,9.116920784966737,Gabon,GA
43,DHS2019_all_none,none,N-N,yes,no,images+metadata,OCI_FBP_NTLL_OSM,2,3314023453,CNN+CB$_w$,DHS2019_all_none/epoch2-rs3314023453/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.40956243752952914,0.7588987534848135,0.060226121574244784,6.612165526913154,9.803397592348645,3.420933461477664,0.7257537650156969,0.4880174048241956,0.9634901252071981,53.90469505076238,96.10660435366721,11.70278574785755,Gabon,GA
44,DHS2019_all_none,none,N-N,yes,no,images+metadata,OCI_FBP_NTLL_OSM,3,1806405572,CNN+CB$_w$,DHS2019_all_none/epoch3-rs1806405572/noaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.24121816694893633,0.7475709087469201,-0.26513457484904746,6.470372059732925,9.784036208565228,3.156707910900621,0.8086264062362708,0.4993502655463528,1.1179025469261887,52.846084682629005,95.72736453051544,9.964804834742564,Gabon,GA
45,DHS2019_all_none,none,N-N,no,yes,images+metadata,OCI_FBM_FBP_NTLL_OSM,1,145244363,CNN$_a$+CB,DHS2019_all_none/epoch1-rs145244363/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/test_pred_xgb.csv,0.5614831902151142,0.8065421038015365,0.3164242766286919,5.593793494316332,8.873878384269164,2.313708604363499,0.6294389290670591,0.4371483198662634,0.8217295382678549,42.049482542352585,78.74571757879949,5.35324750590569,Gabon,GA
46,DHS2019_all_none,none,N-N,no,yes,images+metadata,OCI_FBM_FBP_NTLL_OSM,2,3314023453,CNN$_a$+CB,DHS2019_all_none/epoch2-rs3314023453/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/test_pred_xgb.csv,0.44847333478864604,0.7731544714946736,0.12379219808261843,6.4061845069872305,9.509156612852166,3.3032124011222948,0.7018522461740461,0.47336996062394465,0.9303345317241475,50.66763582733911,90.4240594877501,10.911212166928117,Gabon,GA
47,DHS2019_all_none,none,N-N,no,yes,images+metadata,OCI_FBM_FBP_NTLL_OSM,3,1806405572,CNN$_a$+CB,DHS2019_all_none/epoch3-rs1806405572/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/test_pred_xgb.csv,0.431384259431511,0.8311368022988876,0.03163171656413433,5.382040651398046,8.002318889956578,2.7617624128395124,0.6932273094341478,0.40841631996294475,0.9780382989053508,35.832219620764505,64.03710761655589,7.6273316249731264,Gabon,GA
48,DHS2019_all_none,none,N-N,no,yes,images+metadata,OCI_FBP_NTLL_OSM,1,145244363,CNN$_a$+CB,DHS2019_all_none/epoch1-rs145244363/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/test_pred_xgb.csv,0.5580228115528204,0.8125221581098806,0.3035234649957602,5.5355445631102,8.735649789617836,2.3354393366025636,0.6298931042456228,0.4303388510756587,0.829447357415587,40.88292707090039,76.31157724685015,5.454276894950622,Gabon,GA
49,DHS2019_all_none,none,N-N,no,yes,images+metadata,OCI_FBP_NTLL_OSM,2,3314023453,CNN$_a$+CB,DHS2019_all_none/epoch2-rs3314023453/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/test_pred_xgb.csv,0.5201478520878905,0.803657552152738,0.23663815202304295,5.964964859144098,8.846754776331151,3.083174941957045,0.6543786525541055,0.4403953085031261,0.8683619966050851,43.88551889762494,78.26507007253805,9.505967722711826,Gabon,GA
50,DHS2019_all_none,none,N-N,no,yes,images+metadata,OCI_FBP_NTLL_OSM,3,1806405572,CNN$_a$+CB,DHS2019_all_none/epoch3-rs1806405572/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/test_pred_xgb.csv,0.48706851920125377,0.8396799124402987,0.13445712596220882,5.2041431210182925,7.797265458003119,2.6110207840334656,0.6613031420621691,0.3979509574566702,0.9246553266676679,33.80738907861166,60.79734862256859,6.817429534654734,Gabon,GA
51,DHS2019_all_none,none,N-N,yes,yes,images+metadata,OCI_FBM_FBP_NTLL_OSM,1,145244363,CNN$_a$+CB$_w$,DHS2019_all_none/epoch1-rs145244363/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.5500622642609572,0.8062872965682554,0.2938372319536591,5.615671870215665,8.879720441868363,2.3516232985629664,0.6363156582052749,0.4374361134953241,0.8351952029152258,42.18978363203952,78.84943512573487,5.530132138344167,Gabon,GA
52,DHS2019_all_none,none,N-N,yes,yes,images+metadata,OCI_FBM_FBP_NTLL_OSM,2,3314023453,CNN$_a$+CB$_w$,DHS2019_all_none/epoch2-rs3314023453/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.5301269075425475,0.8150679211885552,0.24518589389653989,5.825854421568124,8.585844417030161,3.0658644261060872,0.6454468233947213,0.42740707710290265,0.8634865696865398,41.558124516355406,73.716724353448,9.399524679262807,Gabon,GA
53,DHS2019_all_none,none,N-N,yes,yes,images+metadata,OCI_FBM_FBP_NTLL_OSM,3,1806405572,CNN$_a$+CB$_w$,DHS2019_all_none/epoch3-rs1806405572/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBM_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.4286814035002342,0.8433077470383241,0.01405505996214429,5.247626733629656,7.7085396720093,2.7867137952500127,0.6901485542684493,0.39342263766590363,0.9868744708709951,33.593678825788984,59.42158387494124,7.76577377663673,Gabon,GA
54,DHS2019_all_none,none,N-N,yes,yes,images+metadata,OCI_FBP_NTLL_OSM,1,145244363,CNN$_a$+CB$_w$,DHS2019_all_none/epoch1-rs145244363/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.5350215569735675,0.7939613180902498,0.27608179585688497,5.7694384931131815,9.157873149484233,2.38100383674213,0.6483842398189797,0.4511385763345806,0.845629903303379,44.76790994631251,83.86664062204427,5.669179270580743,Gabon,GA
55,DHS2019_all_none,none,N-N,yes,yes,images+metadata,OCI_FBP_NTLL_OSM,2,3314023453,CNN$_a$+CB$_w$,DHS2019_all_none/epoch2-rs3314023453/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.4631374952399914,0.8029047896184086,0.12337020086157424,6.083852602541208,8.863697456866765,3.304007748215651,0.6858986300438388,0.4412387225244251,0.9305585375632526,44.740799903567705,78.56513260686636,10.916467200269057,Gabon,GA
56,DHS2019_all_none,none,N-N,yes,yes,images+metadata,OCI_FBP_NTLL_OSM,3,1806405572,CNN$_a$+CB$_w$,DHS2019_all_none/epoch3-rs1806405572/offaug_cnn_mp_dp_relu_sigmoid_adam_mean_std_regression/xgb-OCI_FBP_NTLL_OSM/weighted/test_pred_xgb.csv,0.38868375981444575,0.8270005445383887,-0.04963302490949717,5.487521981151264,8.099733268568722,2.8753106937338075,0.7158189326871571,0.41338808159496143,1.0182497837793527,36.93654530372946,65.60567902195893,8.267411585499989,Gabon,GA
57,DHS2019_MIS2022_all_none,none,ON,no,no,metadata,OCI_FBM_FBP_NTLL_OSM,1,3080747113,CB,DHS2019_MIS2022_all_none/epoch1-rs3080747113/xgb-OCI_FBM_FBP_NTLL_OSM/test_pred_xgb.csv,0.5785962717642485,0.7420123841092388,0.41518015941925834,4.955578500576638,7.180255935187437,2.7309010659658397,0.6330414296137212,0.5052998612186209,0.7607829980088215,29.506947963443885,51.55607529479441,7.457820632093359,Liberia,LB
